id,name,score,salary
4670,User4670,73.97,57313
4671,User4671,98.89,71519
4672,User4672,63.86,92774
4673,User4673,97.02,90324
4674,User4674,76.81,39791
4675,User4675,75.7,78421
4676,User4676,82.91,63432
4677,User4677,71.35,22840
4678,User4678,92.97,24746
4679,User4679,69.5,59616
4680,User4680,89.57,25570
4681,User4681,81.68,82552
4682,User4682,69.42,64113
4683,User4683,75.64,66733
4684,User4684,74.58,35605
4685,User4685,62.68,44107
4686,User4686,95.87,89885
4687,User4687,95.07,47849
4688,User4688,73.49,34878
4689,User4689,68.75,32231
4690,User4690,71.94,68230
4691,User4691,82.37,88224
4692,User4692,78.07,68524
4693,User4693,94.53,92704
4694,User4694,90.46,52318
4695,User4695,89.48,43575
4696,User4696,90.8,38030
4697,User4697,64.05,77660
4698,User4698,97.89,79930
4699,User4699,99.61,36914
4700,User4700,87.13,45232
4701,User4701,64.33,63523
4702,User4702,67.69,90460
4703,User4703,84.8,64606
4704,User4704,83.68,46518
4705,User4705,71.66,86980
4706,User4706,90.51,45921
4707,User4707,99.13,89317
4708,User4708,89.57,84019
4709,User4709,68.04,64872
4710,User4710,66.02,42536
4711,User4711,95.71,67512
4712,User4712,84.42,63671
4713,User4713,99.3,89104
4714,User4714,79.38,21293
4715,User4715,66.09,47729
4716,User4716,72.2,98364
4717,User4717,72.47,47397
4718,User4718,62.22,41613
4719,User4719,72.43,55907
4720,User4720,66.91,36471
4721,User4721,64.84,26266
4722,User4722,90.2,44370
4723,User4723,90.66,27336
4724,User4724,72.32,28436
4725,User4725,81.68,53057
4726,User4726,80.07,34769
4727,User4727,62.1,99137
4728,User4728,80.56,23357
4729,User4729,75.71,44658
4730,User4730,66.19,44209
4731,User4731,62.23,41634
4732,User4732,96.54,37662
4733,User4733,81.62,91275
4734,User4734,85.91,61162
4735,User4735,68.67,83373
4736,User4736,64.52,55316
4737,User4737,90.06,26566
4738,User4738,63.4,65651
4739,User4739,61.27,98012
4740,User4740,72.14,39033
4741,User4741,78.71,45826
4742,User4742,82.32,88351
4743,User4743,71.76,74804
4744,User4744,86.25,37295
4745,User4745,94.77,27635
4746,User4746,89.45,84922
4747,User4747,81.92,98042
4748,User4748,86.73,54407
4749,User4749,84.95,61037
4750,User4750,97.71,45868
4751,User4751,86.87,42106
4752,User4752,86.13,95179
4753,User4753,60.11,30170
4754,User4754,87.39,42351
4755,User4755,77.54,68487
4756,User4756,66.92,23173
4757,User4757,64.85,44952
4758,User4758,97.98,76725
4759,User4759,68.26,27289
4760,User4760,91.97,67369
4761,User4761,82.95,29572
4762,User4762,66.43,27628
4763,User4763,91.09,47644
4764,User4764,62.13,28708
4765,User4765,64.15,44756
4766,User4766,71.98,93658
4767,User4767,61.85,85931
4768,User4768,64.41,30892
4769,User4769,88.78,22634
4770,User4770,78.27,29301
4771,User4771,77.52,98345
4772,User4772,76.03,90163
4773,User4773,61.89,76692
4774,User4774,72.11,29795
4775,User4775,77.1,69424
4776,User4776,78.48,45196
4777,User4777,94.1,27042
4778,User4778,88.34,86126
4779,User4779,71.89,33692
4780,User4780,63.25,47140
4781,User4781,87.16,56006
4782,User4782,96.77,87251
4783,User4783,88.11,98873
4784,User4784,64.34,91733
4785,User4785,96.15,80473
4786,User4786,75.15,53464
4787,User4787,79.12,97575
4788,User4788,89.57,90409
4789,User4789,70.63,50350
4790,User4790,62.4,67208
4791,User4791,91.5,96227
4792,User4792,78.7,72830
4793,User4793,94.68,21218
4794,User4794,66.02,51578
4795,User4795,92.28,32348
4796,User4796,65.65,41917
4797,User4797,70.29,56572
4798,User4798,93.81,41932
4799,User4799,76.45,88561
4800,User4800,85.93,77884
4801,User4801,75.13,40061
4802,User4802,99.29,61574
4803,User4803,95.71,30709
4804,User4804,85.1,44026
4805,User4805,76.73,50689
4806,User4806,94.69,31566
4807,User4807,92.12,60505
4808,User4808,77.35,47080
4809,User4809,71.07,83599
4810,User4810,90.59,53329
4811,User4811,76.94,96712
4812,User4812,69.28,97045
4813,User4813,70.1,25141
4814,User4814,85.4,40299
4815,User4815,75.28,46302
4816,User4816,80.09,97603
4817,User4817,84.8,47444
4818,User4818,89.99,40043
4819,User4819,62.4,61261
4820,User4820,84.45,63768
4821,User4821,65.51,81001
4822,User4822,61.26,66653
4823,User4823,68.19,94678
4824,User4824,71.78,45155
4825,User4825,95.95,33798
4826,User4826,85.98,58913
4827,User4827,76.46,77847
4828,User4828,70.81,48254
4829,User4829,84.08,84429
4830,User4830,87.24,54002
4831,User4831,88.05,87366
4832,User4832,86.03,46352
4833,User4833,62.11,29318
4834,User4834,69.36,31574
4835,User4835,95.32,29695
4836,User4836,69.24,71939
4837,User4837,61.1,89738
4838,User4838,86.73,66510
4839,User4839,66.07,60538
4840,User4840,97.18,82495
4841,User4841,69.53,46962
4842,User4842,79.96,91238
4843,User4843,92.17,20641
4844,User4844,73.2,22518
4845,User4845,75.07,63249
4846,User4846,99.24,97107
4847,User4847,95.31,23742
4848,User4848,92.73,95922
4849,User4849,89.59,29910
4850,User4850,65.88,92164
4851,User4851,96.7,59784
4852,User4852,83.93,77405
4853,User4853,65.84,54096
4854,User4854,90.6,80839
4855,User4855,65.56,31894
4856,User4856,96.41,66933
4857,User4857,79.92,48654
4858,User4858,84.33,79580
4859,User4859,62.72,32595
4860,User4860,85.36,78786
4861,User4861,97.44,79615
4862,User4862,79.71,67963
4863,User4863,73.75,36862
4864,User4864,68.58,23650
4865,User4865,89.5,35211
4866,User4866,63.08,57899
4867,User4867,62.66,52199
4868,User4868,79.56,34835
4869,User4869,63.17,31871
4870,User4870,81.57,63514
4871,User4871,92.91,73822
4872,User4872,99.04,98845
4873,User4873,75.09,91398
4874,User4874,65.81,97527
4875,User4875,65.45,72478
4876,User4876,73.74,82186
4877,User4877,75.8,61799
4878,User4878,72.3,23749
4879,User4879,71.09,45361
4880,User4880,67.96,36101
4881,User4881,67.64,53530
4882,User4882,87.59,99757
4883,User4883,68.95,63112
4884,User4884,64.46,94210
4885,User4885,80.61,33973
4886,User4886,88.73,50916
4887,User4887,89.61,24696
4888,User4888,79.33,68074
4889,User4889,72.95,88865
4890,User4890,86.45,26343
4891,User4891,97.18,41587
4892,User4892,72.9,69932
4893,User4893,64.3,37089
4894,User4894,78.46,44292
4895,User4895,60.84,23081
4896,User4896,63.58,23160
4897,User4897,83.84,96946
4898,User4898,80.77,66870
4899,User4899,98.86,62554
4900,User4900,69.95,58743
4901,User4901,67.62,91880
4902,User4902,91.48,76964
4903,User4903,97.49,69485
4904,User4904,62.0,71225
4905,User4905,96.15,56535
4906,User4906,74.53,33713
4907,User4907,93.91,53671
4908,User4908,91.89,22532
4909,User4909,65.83,23138
4910,User4910,69.79,56605
4911,User4911,75.8,69953
4912,User4912,94.48,61251
4913,User4913,95.34,53383
4914,User4914,66.24,88139
4915,User4915,81.59,81931
4916,User4916,92.2,37178
4917,User4917,83.75,97522
4918,User4918,67.86,66857
4919,User4919,77.89,34054
4920,User4920,78.08,49253
4921,User4921,65.27,43875
4922,User4922,99.1,96901
4923,User4923,89.11,74343
4924,User4924,92.14,89001
4925,User4925,69.6,40798
4926,User4926,79.56,22039
4927,User4927,68.86,35087
4928,User4928,94.66,54427
4929,User4929,80.65,53601
4930,User4930,99.03,59757
4931,User4931,86.16,95614
4932,User4932,64.45,38785
4933,User4933,70.18,38716
4934,User4934,94.09,48533
4935,User4935,61.24,40224
4936,User4936,92.99,46478
4937,User4937,71.03,82093
4938,User4938,73.68,22512
4939,User4939,68.48,71345
4940,User4940,92.7,63493
4941,User4941,98.35,22321
4942,User4942,71.7,33423
4943,User4943,78.36,96759
4944,User4944,87.36,23238
4945,User4945,74.66,21006
4946,User4946,69.54,43780
4947,User4947,77.55,49645
4948,User4948,86.46,79155
4949,User4949,98.25,63776
4950,User4950,92.85,78445
4951,User4951,66.74,41099
4952,User4952,63.05,62066
4953,User4953,70.86,28304
4954,User4954,64.31,74175
4955,User4955,69.04,74257
4956,User4956,76.18,97541
4957,User4957,80.57,43993
4958,User4958,97.97,94590
4959,User4959,77.05,48395
4960,User4960,79.85,87819
4961,User4961,78.96,87498
4962,User4962,67.62,26111
4963,User4963,64.28,56350
4964,User4964,69.14,83584
4965,User4965,93.91,88584
4966,User4966,99.74,51007
4967,User4967,80.52,36495
4968,User4968,62.67,44849
4969,User4969,93.98,69348
4970,User4970,82.22,94006
4971,User4971,62.9,50910
4972,User4972,80.71,79952
4973,User4973,95.45,84697
4974,User4974,63.97,90762
4975,User4975,74.77,59122
4976,User4976,84.26,75686
4977,User4977,90.72,63916
4978,User4978,91.65,64155
4979,User4979,72.54,60227
4980,User4980,68.06,55776
4981,User4981,69.61,35396
4982,User4982,84.15,68122
4983,User4983,96.86,90909
4984,User4984,72.94,23323
4985,User4985,88.97,26966
4986,User4986,98.77,64675
4987,User4987,85.91,90631
4988,User4988,68.92,60077
4989,User4989,73.52,93075
4990,User4990,68.77,77842
4991,User4991,93.93,20854
4992,User4992,96.93,31243
4993,User4993,65.57,96109
4994,User4994,68.55,26602
4995,User4995,67.58,70761
4996,User4996,71.38,24217
4997,User4997,89.04,90748
4998,User4998,90.3,90760
4999,User4999,61.04,44081
5000,User5000,74.99,89051
5001,User5001,81.64,43299
5002,User5002,71.01,67582
5003,User5003,84.46,79214
5004,User5004,64.65,39671
5005,User5005,72.95,96836
5006,User5006,65.72,25756
5007,User5007,69.46,91823
5008,User5008,75.97,21645
5009,User5009,83.01,63578
5010,User5010,78.18,35897
5011,User5011,88.52,86468
5012,User5012,95.69,73923
5013,User5013,78.94,73133
5014,User5014,67.54,25557
5015,User5015,62.89,98916
5016,User5016,82.23,78574
5017,User5017,78.12,86258
5018,User5018,68.53,26435
5019,User5019,77.48,90561
5020,User5020,81.49,36000
5021,User5021,60.31,94992
5022,User5022,60.82,72458
5023,User5023,77.45,76498
5024,User5024,89.19,97248
5025,User5025,60.15,87060
5026,User5026,68.15,69615
5027,User5027,85.79,53993
5028,User5028,72.92,27865
5029,User5029,74.23,72378
5030,User5030,74.7,63401
5031,User5031,60.26,55473
5032,User5032,63.27,72586
5033,User5033,92.76,29806
5034,User5034,69.01,56057
5035,User5035,70.97,91064
5036,User5036,75.49,54166
5037,User5037,91.37,63278
5038,User5038,98.64,40974
5039,User5039,61.99,53426
5040,User5040,76.83,74963
5041,User5041,77.03,54112
5042,User5042,63.67,54084
5043,User5043,63.79,86455
5044,User5044,85.08,69110
5045,User5045,65.05,80781
5046,User5046,94.32,63709
5047,User5047,92.85,81549
5048,User5048,65.15,75579
5049,User5049,69.8,53851
5050,User5050,72.14,42722
5051,User5051,78.86,87407
5052,User5052,89.06,61574
5053,User5053,88.99,67830
5054,User5054,71.89,44322
5055,User5055,69.68,86361
5056,User5056,69.24,71202
5057,User5057,84.96,60139
5058,User5058,68.83,24110
5059,User5059,68.47,36308
5060,User5060,60.51,57091
5061,User5061,81.34,47585
5062,User5062,91.24,35212
5063,User5063,97.14,63294
5064,User5064,94.21,45373
5065,User5065,79.02,91527
5066,User5066,90.88,34589
5067,User5067,64.45,51321
5068,User5068,66.71,39658
5069,User5069,88.17,33738
5070,User5070,97.13,57305
5071,User5071,84.97,68113
5072,User5072,80.38,25448
5073,User5073,85.16,22470
5074,User5074,68.58,27567
5075,User5075,98.79,26161
5076,User5076,61.63,88975
5077,User5077,76.81,30848
5078,User5078,81.25,53633
5079,User5079,62.8,34177
5080,User5080,99.58,83236
5081,User5081,69.34,57565
5082,User5082,88.99,39887
5083,User5083,97.9,88954
5084,User5084,98.63,69369
5085,User5085,65.65,71621
5086,User5086,86.08,71639
5087,User5087,66.83,95627
5088,User5088,76.73,76539
5089,User5089,62.58,87071
5090,User5090,65.25,92453
5091,User5091,85.23,47069
5092,User5092,76.57,49931
5093,User5093,69.81,75469
5094,User5094,91.41,65487
5095,User5095,86.74,81950
5096,User5096,76.22,55259
5097,User5097,65.13,41189
5098,User5098,78.46,40584
5099,User5099,85.69,56286
5100,User5100,94.51,36203
5101,User5101,64.12,59067
5102,User5102,82.56,37716
5103,User5103,71.03,70951
5104,User5104,62.03,71962
5105,User5105,70.3,80290
5106,User5106,97.44,93464
5107,User5107,99.04,44225
5108,User5108,84.1,81321
5109,User5109,71.89,72985
5110,User5110,92.4,54952
5111,User5111,68.71,27493
5112,User5112,92.37,26999
5113,User5113,70.35,69535
5114,User5114,78.49,70434
5115,User5115,69.11,91569
5116,User5116,84.38,24889
5117,User5117,89.98,55882
5118,User5118,94.13,30108
5119,User5119,96.37,83311
5120,User5120,92.96,78308
5121,User5121,67.6,55759
5122,User5122,69.16,74681
5123,User5123,84.09,82043
5124,User5124,89.75,87463
5125,User5125,62.65,95657
5126,User5126,77.8,45733
5127,User5127,62.4,28903
5128,User5128,90.89,56100
5129,User5129,82.29,23656
5130,User5130,86.61,37638
5131,User5131,84.06,78734
5132,User5132,62.16,46041
5133,User5133,88.78,59549
5134,User5134,90.34,78268
5135,User5135,91.62,60559
5136,User5136,73.3,29187
5137,User5137,89.75,89288
5138,User5138,91.57,68305
5139,User5139,99.75,60562
5140,User5140,90.11,39961
5141,User5141,71.11,91720
5142,User5142,63.55,89291
5143,User5143,84.62,80637
5144,User5144,76.73,51296
5145,User5145,82.13,53933
5146,User5146,63.62,54453
5147,User5147,80.44,39495
5148,User5148,89.1,46898
5149,User5149,78.38,71656
5150,User5150,68.49,27522
5151,User5151,90.07,20831
5152,User5152,85.32,72393
5153,User5153,98.94,50419
5154,User5154,77.05,38963
5155,User5155,73.09,73978
5156,User5156,60.75,76407
5157,User5157,91.74,70519
5158,User5158,80.93,33225
5159,User5159,85.55,24182
5160,User5160,99.75,59136
5161,User5161,81.72,35299
5162,User5162,64.92,41219
5163,User5163,71.96,62935
5164,User5164,72.23,34616
5165,User5165,87.14,54379
5166,User5166,94.52,92146
5167,User5167,79.09,94790
5168,User5168,94.1,36140
5169,User5169,88.88,21288
5170,User5170,71.02,32138
5171,User5171,97.29,79534
5172,User5172,65.22,72830
5173,User5173,91.34,79754
5174,User5174,68.88,25001
5175,User5175,65.27,44677
5176,User5176,90.44,45990
5177,User5177,73.55,62550
5178,User5178,87.7,59711
5179,User5179,82.36,76407
5180,User5180,79.6,78339
5181,User5181,64.01,82202
5182,User5182,67.6,88770
5183,User5183,96.91,22366
5184,User5184,76.7,65504
5185,User5185,72.06,47845
5186,User5186,70.32,41844
5187,User5187,92.24,85080
5188,User5188,73.12,80384
5189,User5189,77.74,54230
5190,User5190,88.5,48237
5191,User5191,85.98,86917
5192,User5192,80.38,28463
5193,User5193,67.1,84024
5194,User5194,85.66,26440
5195,User5195,61.43,21892
5196,User5196,94.27,56558
5197,User5197,87.25,62157
5198,User5198,88.65,54367
5199,User5199,92.69,55767
5200,User5200,75.92,81601
5201,User5201,95.26,24716
5202,User5202,67.34,87338
5203,User5203,82.86,25300
5204,User5204,80.14,33889
5205,User5205,60.52,87385
5206,User5206,86.66,75672
5207,User5207,80.87,52151
5208,User5208,66.98,36337
5209,User5209,99.91,78461
5210,User5210,84.88,42664
5211,User5211,60.69,50115
5212,User5212,86.72,21103
5213,User5213,79.35,36221
5214,User5214,60.01,90590
5215,User5215,71.03,96002
5216,User5216,81.25,35015
5217,User5217,62.03,68061
5218,User5218,96.48,25103
5219,User5219,77.32,90390
5220,User5220,65.75,53754
5221,User5221,70.07,78123
5222,User5222,88.35,41291
5223,User5223,93.59,85794
5224,User5224,95.99,30158
5225,User5225,90.99,63658
5226,User5226,88.8,84619
5227,User5227,81.01,70767
5228,User5228,69.81,70847
5229,User5229,70.53,45690
5230,User5230,66.51,30673
5231,User5231,99.22,91775
5232,User5232,75.02,54630
5233,User5233,75.79,82974
5234,User5234,93.16,70721
5235,User5235,78.89,64324
5236,User5236,89.19,63627
5237,User5237,80.11,36463
5238,User5238,94.83,76444
5239,User5239,78.18,64408
5240,User5240,64.74,92408
5241,User5241,91.43,50236
5242,User5242,87.04,85161
5243,User5243,91.21,93009
5244,User5244,72.94,52908
5245,User5245,90.58,71409
5246,User5246,67.97,58249
5247,User5247,68.01,44148
5248,User5248,84.52,20041
5249,User5249,64.76,33908
5250,User5250,82.24,67461
5251,User5251,68.43,83485
5252,User5252,85.64,20160
5253,User5253,63.69,33465
5254,User5254,66.06,66810
5255,User5255,82.53,76940
5256,User5256,74.45,86464
5257,User5257,92.16,61290
5258,User5258,82.13,97571
5259,User5259,69.63,28079
5260,User5260,86.65,54007
5261,User5261,65.59,50877
5262,User5262,68.06,44836
5263,User5263,87.56,75524
5264,User5264,61.12,51079
5265,User5265,96.15,26214
5266,User5266,88.39,35234
5267,User5267,67.28,55689
5268,User5268,97.91,42034
5269,User5269,72.61,78667
5270,User5270,90.53,73321
5271,User5271,62.3,57697
5272,User5272,64.79,82133
5273,User5273,77.81,40383
5274,User5274,71.07,53221
5275,User5275,74.43,48463
5276,User5276,78.87,57162
5277,User5277,91.72,40782
5278,User5278,90.57,97563
5279,User5279,64.94,88236
5280,User5280,62.64,50819
5281,User5281,78.51,55035
5282,User5282,83.4,89464
5283,User5283,99.19,73703
5284,User5284,86.3,97679
5285,User5285,80.16,90540
5286,User5286,85.58,24423
5287,User5287,98.24,37244
5288,User5288,66.44,61415
5289,User5289,71.13,55685
5290,User5290,87.55,38739
5291,User5291,75.71,27164
5292,User5292,82.68,61082
5293,User5293,94.71,76001
5294,User5294,86.61,59488
5295,User5295,91.17,55965
5296,User5296,74.84,97462
5297,User5297,82.5,50927
5298,User5298,91.19,92521
5299,User5299,82.6,27017
5300,User5300,72.69,37546
5301,User5301,93.46,33946
5302,User5302,76.97,70377
5303,User5303,96.17,84859
5304,User5304,65.74,31175
5305,User5305,61.23,98977
5306,User5306,76.24,76422
5307,User5307,65.05,89242
5308,User5308,73.17,33446
5309,User5309,60.77,77728
5310,User5310,90.79,74481
5311,User5311,67.33,94655
5312,User5312,98.33,71926
5313,User5313,86.67,25682
5314,User5314,86.39,99395
5315,User5315,75.86,83018
5316,User5316,62.83,29230
5317,User5317,72.81,31487
5318,User5318,81.64,62906
5319,User5319,69.1,29323
5320,User5320,70.83,33466
5321,User5321,86.71,52563
5322,User5322,94.21,62055
5323,User5323,98.38,90809
5324,User5324,99.53,74391
5325,User5325,87.19,37661
5326,User5326,73.26,23350
5327,User5327,74.5,58641
5328,User5328,91.68,70533
5329,User5329,67.76,94918
5330,User5330,66.31,86185
5331,User5331,75.42,59265
5332,User5332,90.26,88410
5333,User5333,72.5,22527
5334,User5334,96.99,65795
5335,User5335,60.09,43690
5336,User5336,60.62,54230
5337,User5337,81.66,90777
5338,User5338,79.13,35365
5339,User5339,97.07,67423
5340,User5340,89.93,93044
5341,User5341,93.62,65186
5342,User5342,73.05,21887
5343,User5343,92.56,53781
5344,User5344,91.71,45776
5345,User5345,78.27,94341
5346,User5346,88.56,80219
5347,User5347,99.93,47118
5348,User5348,87.79,25579
5349,User5349,74.85,48807
5350,User5350,90.87,83967
5351,User5351,75.19,40201
5352,User5352,67.38,52015
5353,User5353,66.59,42578
5354,User5354,95.23,84251
5355,User5355,96.72,36745
5356,User5356,80.0,23061
5357,User5357,68.73,58202
5358,User5358,80.13,95968
5359,User5359,67.47,73491
5360,User5360,89.38,40445
5361,User5361,86.83,32873
5362,User5362,87.26,83819
5363,User5363,97.07,35444
5364,User5364,84.14,69378
5365,User5365,74.62,21912
5366,User5366,90.7,76158
5367,User5367,84.81,89201
5368,User5368,79.27,81693
5369,User5369,65.5,21622
5370,User5370,94.21,57156
5371,User5371,86.91,77036
5372,User5372,82.53,79834
5373,User5373,69.99,77112
5374,User5374,90.71,22800
5375,User5375,82.0,62888
5376,User5376,88.21,72639
5377,User5377,88.5,53005
5378,User5378,73.84,82448
5379,User5379,97.79,34234
5380,User5380,65.44,86437
5381,User5381,68.77,80565
5382,User5382,89.01,44225
5383,User5383,70.79,95543
5384,User5384,72.16,95555
5385,User5385,99.24,54113
5386,User5386,65.14,75285
5387,User5387,82.69,45036
5388,User5388,85.07,94829
5389,User5389,62.48,93005
5390,User5390,76.83,45038
5391,User5391,74.51,46210
5392,User5392,68.47,51343
5393,User5393,79.68,48434
5394,User5394,79.28,41031
5395,User5395,62.04,50097
5396,User5396,91.2,95244
5397,User5397,74.02,77674
5398,User5398,74.35,91079
5399,User5399,65.3,80384
5400,User5400,84.13,85400
5401,User5401,97.28,60016
5402,User5402,86.39,84947
5403,User5403,71.55,25008
5404,User5404,72.25,89633
5405,User5405,81.42,50494
5406,User5406,90.79,97557
5407,User5407,64.32,31671
5408,User5408,88.23,97209
5409,User5409,84.71,51062
5410,User5410,63.28,74086
5411,User5411,87.92,41870
5412,User5412,87.26,21386
5413,User5413,97.06,36480
5414,User5414,76.16,75175
5415,User5415,74.11,49323
5416,User5416,61.56,46619
5417,User5417,83.62,56313
5418,User5418,71.03,60728
5419,User5419,68.83,47747
5420,User5420,60.59,89611
5421,User5421,68.69,92020
5422,User5422,73.9,74445
5423,User5423,67.46,61373
5424,User5424,85.0,56718
5425,User5425,81.47,56707
5426,User5426,92.7,61990
5427,User5427,62.57,28968
5428,User5428,85.23,69557
5429,User5429,89.77,89643
5430,User5430,82.12,76270
5431,User5431,75.45,77444
5432,User5432,73.33,29346
5433,User5433,60.58,40034
5434,User5434,67.37,39105
5435,User5435,67.8,85482
5436,User5436,87.16,48291
5437,User5437,79.88,41689
5438,User5438,66.2,34020
5439,User5439,66.65,52065
5440,User5440,93.2,31512
5441,User5441,78.4,26841
5442,User5442,64.15,93618
5443,User5443,75.17,48242
5444,User5444,76.24,54828
5445,User5445,77.5,61607
5446,User5446,95.77,93315
5447,User5447,86.28,61024
5448,User5448,72.72,31771
5449,User5449,87.46,30245
5450,User5450,77.24,20949
5451,User5451,89.63,99752
5452,User5452,94.35,39524
5453,User5453,91.7,98076
5454,User5454,95.89,85263
5455,User5455,86.62,23694
5456,User5456,67.93,33103
5457,User5457,88.64,67014
5458,User5458,66.21,20427
5459,User5459,82.15,89724
5460,User5460,78.79,77973
5461,User5461,98.03,74415
5462,User5462,85.24,94802
5463,User5463,70.46,27235
5464,User5464,67.42,60059
5465,User5465,93.3,80733
5466,User5466,70.68,51161
5467,User5467,65.16,80566
5468,User5468,70.26,32749
5469,User5469,73.38,99031
5470,User5470,74.45,87136
5471,User5471,94.97,56796
5472,User5472,91.92,28507
5473,User5473,64.96,70257
5474,User5474,77.43,36192
5475,User5475,92.62,71660
5476,User5476,87.34,85781
5477,User5477,92.71,45978
5478,User5478,66.63,21933
5479,User5479,74.62,76528
5480,User5480,81.91,31973
5481,User5481,82.93,81527
5482,User5482,60.93,94083
5483,User5483,66.43,45835
5484,User5484,97.7,56990
5485,User5485,94.25,55009
5486,User5486,70.24,88541
5487,User5487,69.79,46895
5488,User5488,60.51,84543
5489,User5489,70.23,69267
5490,User5490,87.99,60696
5491,User5491,60.66,96307
5492,User5492,69.45,79378
5493,User5493,73.22,99177
5494,User5494,64.49,36135
5495,User5495,63.1,26382
5496,User5496,68.58,67167
5497,User5497,67.47,26664
5498,User5498,87.73,51390
5499,User5499,92.05,30522
5500,User5500,71.87,99732
5501,User5501,62.7,69824
5502,User5502,79.84,90114
5503,User5503,66.41,20930
5504,User5504,100.0,91378
5505,User5505,87.48,24980
5506,User5506,93.25,23809
5507,User5507,95.17,34658
5508,User5508,86.57,58988
5509,User5509,86.21,36119
5510,User5510,71.39,90230
5511,User5511,73.32,48293
5512,User5512,96.54,67140
5513,User5513,87.53,97482
5514,User5514,82.78,65216
5515,User5515,93.06,21455
5516,User5516,65.82,32192
5517,User5517,67.23,66208
5518,User5518,71.03,47928
5519,User5519,64.36,25784
5520,User5520,99.53,56733
5521,User5521,84.59,25526
5522,User5522,81.83,46103
5523,User5523,61.43,78032
5524,User5524,75.73,47343
5525,User5525,84.71,24045
5526,User5526,74.44,71076
5527,User5527,74.88,21710
5528,User5528,76.57,91615
5529,User5529,69.93,80199
5530,User5530,72.17,75974
5531,User5531,76.72,91431
5532,User5532,91.47,53032
5533,User5533,77.72,77146
5534,User5534,86.01,84354
5535,User5535,80.1,73568
5536,User5536,66.17,78107
5537,User5537,68.77,60154
5538,User5538,65.58,50100
5539,User5539,92.85,83196
5540,User5540,86.71,47158
5541,User5541,76.64,70606
5542,User5542,76.48,57006
5543,User5543,61.09,83882
5544,User5544,98.89,50920
5545,User5545,84.63,52028
5546,User5546,87.86,98630
5547,User5547,92.1,64966
5548,User5548,88.67,34785
5549,User5549,96.19,77233
5550,User5550,84.37,84217
5551,User5551,82.39,20971
5552,User5552,67.71,35900
5553,User5553,62.28,23282
5554,User5554,87.94,56124
5555,User5555,72.24,97587
5556,User5556,74.87,65581
5557,User5557,94.94,89274
5558,User5558,63.18,31541
5559,User5559,73.86,67821
5560,User5560,70.08,33861
5561,User5561,85.88,36851
5562,User5562,89.05,69276
5563,User5563,67.51,95980
5564,User5564,73.96,20176
5565,User5565,86.49,60149
5566,User5566,76.14,41885
5567,User5567,88.76,42020
5568,User5568,89.06,72373
5569,User5569,92.62,81348
5570,User5570,61.41,78499
5571,User5571,64.79,65564
5572,User5572,83.89,83426
5573,User5573,71.87,87338
5574,User5574,99.04,92437
5575,User5575,87.85,43331
5576,User5576,92.79,85677
5577,User5577,60.68,82119
5578,User5578,80.01,71722
5579,User5579,92.35,25659
5580,User5580,82.35,34751
5581,User5581,71.55,90950
5582,User5582,84.52,41848
5583,User5583,68.11,22834
5584,User5584,68.46,80783
5585,User5585,78.31,82526
5586,User5586,80.77,23962
5587,User5587,73.53,86819
5588,User5588,94.63,33689
5589,User5589,91.15,87709
5590,User5590,71.32,63776
5591,User5591,85.14,69488
5592,User5592,94.94,77047
5593,User5593,65.36,82455
5594,User5594,62.36,88153
5595,User5595,77.66,35705
5596,User5596,70.28,23993
5597,User5597,82.41,37588
5598,User5598,84.15,79712
5599,User5599,91.09,80619
5600,User5600,80.31,97085
5601,User5601,88.83,93198
5602,User5602,62.37,24670
5603,User5603,76.82,75309
5604,User5604,64.05,92633
5605,User5605,68.33,22611
5606,User5606,70.19,62268
5607,User5607,66.09,85338
5608,User5608,94.74,83313
5609,User5609,95.6,96433
5610,User5610,75.27,73176
5611,User5611,96.61,70257
5612,User5612,85.82,54958
5613,User5613,91.73,69649
5614,User5614,95.75,47671
5615,User5615,66.17,34479
5616,User5616,88.21,27568
5617,User5617,85.28,43232
5618,User5618,98.43,86472
5619,User5619,60.18,90915
5620,User5620,70.48,57915
5621,User5621,62.02,66773
5622,User5622,98.18,91855
5623,User5623,84.06,97821
5624,User5624,60.04,62186
5625,User5625,93.19,47181
5626,User5626,78.19,42877
5627,User5627,88.58,23051
5628,User5628,83.87,81611
5629,User5629,93.84,46967
5630,User5630,66.15,26927
5631,User5631,98.39,45164
5632,User5632,64.72,26577
5633,User5633,81.16,90119
5634,User5634,73.57,31835
5635,User5635,64.7,24315
5636,User5636,81.3,46164
5637,User5637,71.75,51196
5638,User5638,80.3,32812
5639,User5639,60.54,57158
5640,User5640,68.34,50183
5641,User5641,82.82,68991
5642,User5642,83.5,57936
5643,User5643,90.76,53663
5644,User5644,79.65,24549
5645,User5645,83.01,30654
5646,User5646,77.42,74401
5647,User5647,85.43,28958
5648,User5648,70.86,25338
5649,User5649,96.37,34703
5650,User5650,65.14,45562
5651,User5651,84.02,29149
5652,User5652,72.81,86745
5653,User5653,86.78,22071
5654,User5654,77.39,49470
5655,User5655,67.39,68941
5656,User5656,89.99,51644
5657,User5657,91.57,55540
5658,User5658,87.08,69544
5659,User5659,97.88,92967
5660,User5660,71.95,43788
5661,User5661,95.7,84550
5662,User5662,88.85,70483
5663,User5663,69.75,71464
5664,User5664,78.09,64734
5665,User5665,82.13,96861
5666,User5666,98.44,32297
5667,User5667,85.94,49160
5668,User5668,65.96,40558
